Spring 2012,American Literature: 1900-1945,English 130D,1,Native Son,['Richard Wright'],male,
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,Invisible Man,['Ralph Ellison'],male,
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,Collected Poems,['Hilda Doolittle'],unknown,
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,Their Eyes Were Watching God,['Zora Neale Hurston'],female,
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,Blues People,['Leroi Jones'],male,
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,Passing,['Nella Larsen'],female,
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,Collected Poems,['Hilda Doolittle'],unknown,
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,Beloved,['Toni Morrison'],female,
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,Cane,['Jean Toomer'],male,
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,Black Boy,['Richard Wright'],male,
Spring 2012,Topics in African American Literature and Culture:  Slavery--Theory and Literature,English 133T,1,Kindred,['Octavia Butler'],female,
Spring 2012,Topics in African American Literature and Culture:  Slavery--Theory and Literature,English 133T,1,The Known World,['Edward P. Jones'],male,
Spring 2012,Topics in African American Literature and Culture:  Slavery--Theory and Literature,English 133T,1,A Mercy,['Toni Morrison'],female,
Spring 2012,Topics in African American Literature and Culture:  Slavery--Theory and Literature,English 133T,1,The Third Life of Grange Copeland,['Alice Walker'],female,
Spring 2012,Topics in African American Literature and Culture:  Slavery--Theory and Literature,English 133T,1,The Long Dream,['Richard Wright'],male,
Spring 2012,Contemporary Literature,English 134,1,Translations,"['Susan Bassnett', 'Peter Bush']",Multiple Authors,
Spring 2012,Contemporary Literature,English 134,1,The End of the Affair,['Graham Greene'],male,
Spring 2012,Contemporary Literature,English 134,1,Never Let Me Go,['Kazuo Ishiguro'],male,
Spring 2012,Contemporary Literature,English 134,1,Night Geometry and the Garscadden Trains,['A.L. Kennedy'],female,
Spring 2012,Contemporary Literature,English 134,1,The Golden Notebook,['Doris Lessing'],female,
Spring 2012,Contemporary Literature,English 134,1,Atonement,['Ian McEwan'],male,
Spring 2012,Contemporary Literature,English 134,1,White Teeth,['Zadie Smith'],male,
Spring 2012,Topics in American Studies:  Boys and Girls in the Era of Mark Twain and Henry James,English C136,1,Little Women,"['Louisa May Alcott', 'Emma Reeves']",Multiple Authors,
Spring 2012,Topics in American Studies:  Boys and Girls in the Era of Mark Twain and Henry James,English C136,1,The Story of a Bad Boy,['Thomas Bailey Aldrich'],male,
Spring 2012,Topics in American Studies:  Boys and Girls in the Era of Mark Twain and Henry James,English C136,1,Ragged Dick,['Horatio Alger'],male,
Spring 2012,Topics in American Studies:  Boys and Girls in the Era of Mark Twain and Henry James,English C136,1,The Turn of the Screw and Other Short Novels,['Henry James'],male,
Spring 2012,Topics in American Studies:  Boys and Girls in the Era of Mark Twain and Henry James,English C136,1,What Maisie Knew,['Henry James'],male,
Spring 2012,Topics in American Studies:  Boys and Girls in the Era of Mark Twain and Henry James,English C136,1,Pudd'nhead Wilson,['Mark Twain'],male,
Spring 2012,Topics in American Studies:  Boys and Girls in the Era of Mark Twain and Henry James,English C136,1,The Adventures of Tom Sawyer,['Mark Twain'],male,
Spring 2012,Topics in American Studies:  Boys and Girls in the Era of Mark Twain and Henry James,English C136,1,Rebecca of Sunnybrook Farm,['Kate Douglas Smith Wiggin'],female,
Spring 2012,Short Fiction,English 143A,1,Best European Fiction 2011,['Aleksandar Hemon'],male,
Spring 2012,Short Fiction,English 143A,2,The Norton Anthology of Contemporary Fiction (Second Addition),"['Ronald Verlin Cassill', 'Joyce Carol Oates']",Multiple Authors,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,Distant Star,"['Roberto Bolao', 'Chris Andrews']",Multiple Authors,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,The Visitor,['Maeve Brennan'],female,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,Autobiography of Red,['Anne Carson'],female,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,The Complete Short Novels,['Anton Chekhov'],male,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,Chronicle of a Death Foretold,['Gabriel Garc_a Mrquez'],male,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,The Big Knockover,['Dashiell Hammett'],male,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,Cotton Comes to Harlem,['Chester Himes'],male,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,"Garden, Ashes","['Danilo Ki', 'William J. Hannaher']",Multiple Authors,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,The Gangster We Are All Looking For,['Thi Diem Thuy Le'],female,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,The Hour of the Star,['Clarice Lispector'],female,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,Flight Without End,['Joseph Roth'],male,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,The Prague Orgy,['Philip Roth'],male,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,We the Animals,['Justin Torres'],male,
Spring 2012,Long Narrative:  The Short Novel,English 143C,1,The Day of the Locust/Miss Lonely Hearts,"['Nathanael West', 'Jonathan Lethem']",Multiple Authors,
Spring 2012,Prose Nonfiction,English 143N,1,The Best American Essays 2011,"['Edwidge Danticat', 'Robert Atwan']",Multiple Authors,
Spring 2012,Special Topics:  The Pisan and Later Cantos of Ezra Pound,English 165,1,The Cantos of Ezra Pound,['Carroll Franklin Terrell'],male,
Spring 2012,"Special Topics:  Race, Literature, and the Archive",English 165,2,Conjure Woman & Other Stories of the Color Line,"['Charles Waddell Chesnutt', 'Richard H. Brodhead']",Multiple Authors,
Spring 2012,"Special Topics:  Race, Literature, and the Archive",English 165,2,"Of One Blood: Or, the Hidden Self:",['Pauline Hopkins'],female,
Spring 2012,"Special Topics:  Race, Literature, and the Archive",English 165,2,12 Million Black Voices,['Richard Wright'],male,
Spring 2012,Special Topics:  Specters of the Atlantic,English 166,1,Mansfield Park,['Jane Austen'],female,
Spring 2012,Special Topics:  Specters of the Atlantic,English 166,1,The Arrivants,['Kamau Brathwaite'],male,
Spring 2012,Special Topics:  Specters of the Atlantic,English 166,1,Myal,['Erna Brodber'],female,
Spring 2012,Special Topics:  Specters of the Atlantic,English 166,1,Jane Eyre,['Charlotte Bront'],unknown,
Spring 2012,Special Topics:  Specters of the Atlantic,English 166,1,Lose Your Mother,['Saidiya Hartman'],female,
Spring 2012,Special Topics:  Specters of the Atlantic,English 166,1,Bedouin Hornbook,['Nathaniel Mackey'],male,
Spring 2012,Special Topics:  Specters of the Atlantic,English 166,1,The Brother/Sister Plays,['Tarell Alvin McCraney'],male,
Spring 2012,Special Topics:  Specters of the Atlantic,English 166,1,Beloved,['Toni Morrison'],female,
Spring 2012,Special Topics:  Specters of the Atlantic,English 166,1,Zong,['M. NourbeSe Philip'],female,
Spring 2012,Special Topics:  Specters of the Atlantic,English 166,1,Wide Sargasso Sea,['Jean Rhys'],female,
Spring 2012,Special Topics:  Narrating the Nation,English 166,2,Disgrace,['J. M. Coetzee'],male,
Spring 2012,Special Topics:  Narrating the Nation,English 166,2,The Dew Breaker,['Edwidge Danticat'],female,
Spring 2012,Special Topics:  Narrating the Nation,English 166,2,The Brief Wondrous Life of Oscar Wao,['Junot Daz'],Could not find author,
Spring 2012,Special Topics:  Narrating the Nation,English 166,2,The Great Gatsby,['F. Scott Fitzgerald'],male,
Spring 2012,Special Topics:  Narrating the Nation,English 166,2,Madame Bovary,Could not find author,,
Spring 2012,Special Topics:  Narrating the Nation,English 166,2,Howards End,['Edward Morgan Forster'],male,
Spring 2012,Special Topics:  Narrating the Nation,English 166,2,Jasmine,['Bharati Mukherjee'],female,
Spring 2012,Special Topics:  Narrating the Nation,English 166,2,Shame,['Salman Rushdie'],male,
Spring 2012,Special Topics:  Narrating the Nation,English 166,2,White Teeth,['Zadie Smith'],male,
Spring 2012,Literature and Sexual Identity:  Sex & Race in Postcolonial London,English 171,1,The Swimming-Pool Library,['Alan Hollinghurst'],male,
Spring 2012,Literature and Sexual Identity:  Sex & Race in Postcolonial London,English 171,1,City of Spades,['Colin MacInnes'],male,
Spring 2012,Literature and Sexual Identity:  Sex & Race in Postcolonial London,English 171,1,Escape to an Autumn Pavement,"['Andrew Salkey', 'Thomas Glave']",Multiple Authors,
Spring 2012,Literature and Sexual Identity:  Sex & Race in Postcolonial London,English 171,1,The Lonely Londoners,['Sam Selvon'],male,
Spring 2012,Literature and Sexual Identity:  Sex & Race in Postcolonial London,English 171,1,The Taste of Honey,['Shelagh Delaney'],female,
Spring 2012,Literature and Sexual Identity:  Sex & Race in Postcolonial London,English 171,1,The Night Watch,['Sarah Waters'],female,
Spring 2012,Literature and Sexual Identity:  Sex & Race in Postcolonial London,English 171,1,The Buddha of Suburbia,['Hanif Kureishi'],male,
Spring 2012,Autobiography:  Disability Memoir,English 180A,1,Manic: A Memoir,['Terri Cheney'],female,
Spring 2012,Autobiography:  Disability Memoir,English 180A,1,Willow Weep for Me,['Meri Nana-Ama Danquah'],female,
Spring 2012,Autobiography:  Disability Memoir,English 180A,1,Mean Little Deaf Queer,['Terry Galloway'],male,
Spring 2012,Autobiography:  Disability Memoir,English 180A,1,Thinking in Pictures,['Temple Grandin'],female,
Spring 2012,Autobiography:  Disability Memoir,English 180A,1,Autobiography of a Face,['Lucy Grealy'],female,
Spring 2012,Autobiography:  Disability Memoir,English 180A,1,The Little Locksmith,['Katharine Butler Hathaway'],female,
Spring 2012,Autobiography:  Disability Memoir,English 180A,1,Moving Violations,['John Hockenberry'],male,
Spring 2012,Autobiography:  Disability Memoir,English 180A,1,The World I Live In,['Helen Keller'],female,
Spring 2012,Autobiography:  Disability Memoir,English 180A,1,Count Us In,"['Jason Kingsley', 'Mitchell Levitz']",Multiple Authors,
Spring 2012,Autobiography:  Disability Memoir,English 180A,1,The Cry of the Gull,['Emmanuelle Laborit'],female,
Spring 2012,The Epic,English 180E,1,Dante's Inferno,['Dante Alighieri'],male,
Spring 2012,The Epic,English 180E,1,Aeneid,['Christine G. Perkell'],female,
Spring 2012,The Epic,English 180E,1,Iliad,['Homer'],male,
Spring 2012,The Epic,English 180E,1,Odyssey,['Homer'],male,
Spring 2012,The Epic,English 180E,1,Dante's Paradiso,"['Dante Alighieri', 'Mark Musa']",Multiple Authors,
Spring 2012,The Epic,English 180E,1,Ulysses,['James Joyce'],male,
Spring 2012,The Epic,English 180E,1,Paradise Lost,['John Milton'],male,
Spring 2012,Science Fiction:  Speculative Fiction and Dystopias,English 180Z,1,R.U.R,['Karel apek'],male,
Spring 2012,Science Fiction:  Speculative Fiction and Dystopias,English 180Z,1,Do Androids Dream Electric Sheep,['Philip K. Dick'],male,
Spring 2012,Science Fiction:  Speculative Fiction and Dystopias,English 180Z,1,The Tales of Hoffman,['E. T. A. Hoffmann'],male,
Spring 2012,Science Fiction:  Speculative Fiction and Dystopias,English 180Z,1,Never Let Me Go,['Kazuo Ishiguro'],male,
Spring 2012,Science Fiction:  Speculative Fiction and Dystopias,English 180Z,1,Perdido Street Station,['China Miville'],male,
Spring 2012,Science Fiction:  Speculative Fiction and Dystopias,English 180Z,1,The Island of Doctor Moreau,['Herbert George Wells'],male,
Spring 2012,Research Seminar,English 190,1,When Heaven and Earth Changed Places,"['Le Ly Hayslip', 'Jay Wurts']",Multiple Authors,
Spring 2012,Research Seminar,English 190,1,The Monkey Wrench Gang,"['Edward Abbey', 'R. Crumb']",Multiple Authors,
Spring 2012,Research Seminar,English 190,1,The Salt Eaters,['Toni Cade Bambara'],female,
Spring 2012,Research Seminar,English 190,1,The Lives of Animals,['J. M. Coetzee'],male,
Spring 2012,Research Seminar,English 190,1,A Sand County Almanac,['Aldo Leopold'],male,
Spring 2012,Research Seminar,English 190,1,All Over Creation,['Ruth Ozeki'],unknown,
Spring 2012,Research Seminar,English 190,1,From Unincorporated Territory,['Craig Santos Perez'],unknown,
Spring 2012,Research Seminar,English 190,1,Under the Feet of Jesus,['Helena Maria Viramontes'],female,
Spring 2012,"Research Seminar:  Yeats, Joyce, & Beckett",English 190,2,Krapp's Last Tape and Other Dramatic Pieces,['Samuel Beckett'],male,
Spring 2012,"Research Seminar:  Yeats, Joyce, & Beckett",English 190,2,"Nohow On: Company, Ill Seen Ill Said, Worstward Ho",['Samuel Beckett'],male,
Spring 2012,"Research Seminar:  Yeats, Joyce, & Beckett",English 190,2,Watt,['Samuel Beckett'],male,
Spring 2012,"Research Seminar:  Yeats, Joyce, & Beckett",English 190,2,Ulysses,['James Joyce'],male,
Spring 2012,"Research Seminar:  Yeats, Joyce, & Beckett",English 190,2,The Collected Poems of W.B. Yeats,['William Butler Yeats'],male,
Spring 2012,Research Seminar:  Nonsense,English 190,3,The Annotated Alice,['Lewis Carroll'],male,
Spring 2012,Research Seminar:  Nonsense,English 190,3,The Complete Nonsense,['Edward Lear'],male,
Spring 2012,Research Seminar:  Nonsense,English 190,3,Horton Hatches the Egg,['Dr. Seuss'],male,
Spring 2012,Research Seminar:  Nonsense,English 190,3,Your Favorite Seuss,"['Dr. Seuss', 'Janet Schulman', 'Cathy Goldsmith']",Multiple Authors,
Spring 2012,Research Seminar:  American Gothic,English 190,4,Weiland,['Scott Weiland'],male,
Spring 2012,Research Seminar:  American Gothic,English 190,4,Letters from an American Farmer,"['J. Hector St. John de Crvecoeur', 'William Peterfield Trent', 'Ludwig Lewisohn']",Multiple Authors,
Spring 2012,Research Seminar:  American Gothic,English 190,4,Young Goodman Brown and Other Short Stories,['Nathaniel Hawthorne'],male,
Spring 2012,Research Seminar:  American Gothic,English 190,4,Bartelby and Benito Cereno,['Herman Melville'],male,
Spring 2012,Research Seminar:  American Gothic,English 190,4,Playing in the Dark: Whiteness and the Literary Imagination,['Toni Morrison'],female,
Spring 2012,Research Seminar:  American Gothic,English 190,4,The Goldbug and Other Stories,['Edgar Allan Poe'],male,
Spring 2012,Research Seminar:  American Gothic,English 190,4,The Narrative of Arthur Gordon Pym,['Edgar Allan Poe'],male,
Spring 2012,Research Seminar:  American Gothic,English 190,4,"The Secret History, of the Horrors of St. Domingue",['Leonora Sansay'],unknown,
Spring 2012,Research Seminar:  The Historical Novel,English 190,5,A Sentimental Education,['Gustave Flaubert'],unknown,
